origin,destination,distance_km
Gyeonggi,WH_1000,11.15
Gyeonggi,WH_1001,17.53
Gyeonggi,WH_1002,27.4
Gyeonggi,WH_1003,7.46
Gyeonggi,WH_1004,28.52
Gyeonggi,WH_1005,32.81
Gyeonggi,WH_1006,9.04
Gyeonggi,WH_1007,40.53
Gyeonggi,WH_1008,16.95
Gyeonggi,WH_1009,30.63
Gyeonggi,WH_1010,19.49
Gyeonggi,WH_1011,14.06
Gyeonggi,WH_1012,19.05
Gyeonggi,WH_1013,29.38
Gyeonggi,WH_1014,28.62
Gyeonggi,WH_1015,8.17
Gyeonggi,WH_1016,22.13
Gyeonggi,WH_1017,12.41
Gyeonggi,WH_1018,15.24
Gyeonggi,WH_1019,7.81
Gyeonggi,WH_1020,18.44
Gyeonggi,WH_1021,27.58
Gyeonggi,WH_1022,28.8
Gyeonggi,WH_1023,25.22
Gyeonggi,WH_1024,14.19
Gyeonggi,WH_1025,26.93
Gyeonggi,WH_1026,28.01
Gyeonggi,WH_1027,9.77
Gyeonggi,WH_1028,7.97
Gyeonggi,WH_1029,28.23
Gyeonggi,WH_1030,22.38
Gyeonggi,WH_1031,34.91
Gyeonggi,WH_1032,33.31
Gyeonggi,WH_1033,6.9
Gyeonggi,WH_1034,27.71
Gyeonggi,WH_1035,31.18
Gyeonggi,WH_1036,17.43
Gyeonggi,WH_1037,39.39
Gyeonggi,WH_1038,22.53
Gyeonggi,WH_1039,13.65
Gyeonggi,WH_1040,21.02
Gyeonggi,WH_1041,1.59
Gyeonggi,WH_1042,24.07
Gyeonggi,WH_1043,38.26
Gyeonggi,WH_1044,9.85
Gyeonggi,WH_1045,34.31
Gyeonggi,WH_1046,3.62
Gyeonggi,WH_1047,12.46
Gyeonggi,WH_1048,15.68
Gyeonggi,WH_1049,14.29
Gyeonggi,WH_1050,11.98
Gyeonggi,WH_1051,9.01
Gyeonggi,WH_1052,18.06
Gyeonggi,WH_1053,16.36
Gyeonggi,WH_1054,23.49
Gyeonggi,WH_1055,39.68
Gyeonggi,WH_1056,27.3
Gyeonggi,WH_1057,8.49
Gyeonggi,WH_1058,28.05
Gyeonggi,WH_1059,10.83
Gyeonggi,WH_1060,9.36
Gyeonggi,WH_1061,7.73
Gyeonggi,WH_1062,37.14
Gyeonggi,WH_1063,15.52
Gyeonggi,WH_1064,31.71
Gyeonggi,WH_1065,17.95
Gyeonggi,WH_1066,6.41
Gyeonggi,WH_1067,1.86
Gyeonggi,WH_1068,20.08
Gyeonggi,WH_1069,32.29
Gyeonggi,WH_1070,23.47
Gyeonggi,WH_1071,6.09
Gyeonggi,WH_1072,22.03
Gyeonggi,WH_1073,26.2
Gyeonggi,WH_1074,7.48
Gyeonggi,WH_1075,27.01
Gyeonggi,WH_1076,2.56
Gyeonggi,WH_1077,21.37
Gyeonggi,WH_1078,6.7
Gyeonggi,WH_1079,5.45
Gyeonggi,WH_1080,18.47
Gyeonggi,WH_1081,36.74
Gyeonggi,WH_1082,13.19
Gyeonggi,WH_1083,36.27
Gyeonggi,WH_1084,43.52
Gyeonggi,WH_1085,18.34
Gyeonggi,WH_1086,42.14
Gyeonggi,WH_1087,35.04
Gyeonggi,WH_1088,34.64
Gyeonggi,WH_1089,15.62
Gyeonggi,WH_1090,5.14
Gyeonggi,WH_1091,20.46
Gyeonggi,WH_1092,10.49
Gyeonggi,WH_1093,18.55
Gyeonggi,WH_1094,26.55
Gyeonggi,WH_1095,30.69
Gyeonggi,WH_1096,2.54
Gyeonggi,WH_1097,10.75
Gyeonggi,WH_1098,23.62
Gyeonggi,WH_1099,14.73
Gyeonggi,WH_1100,15.58
Gyeonggi,WH_1101,5.94
Gyeonggi,WH_1102,12.01
Gyeonggi,WH_1103,19.62
Gyeonggi,WH_1104,33.74
Gyeonggi,WH_1105,17.18
Gyeonggi,WH_1106,22.47
Gyeonggi,WH_1107,19.53
Gyeonggi,WH_1108,29.8
Gyeonggi,WH_1109,21.02
Gyeonggi,WH_1110,11.56
Gyeonggi,WH_1111,34.19
Gyeonggi,WH_1112,16.76
Gyeonggi,WH_1113,23.17
Gyeonggi,WH_1114,3.01
Gyeonggi,WH_1115,15.1
Gyeonggi,WH_1116,16.53
Gyeonggi,WH_1117,23.37
Gyeonggi,WH_1118,25.15
Gyeonggi,WH_1119,17.21
Gyeonggi,WH_1120,13.19
Gyeonggi,WH_1121,10.62
Gyeonggi,WH_1122,6.32
Gyeonggi,WH_1123,6.41
Gyeonggi,WH_1124,13.47
Gyeonggi,WH_1125,20.03
Gyeonggi,WH_1126,10.96
Gyeonggi,WH_1127,9.98
Gyeonggi,WH_1128,13.91
Gyeonggi,WH_1129,27.64
Gyeonggi,WH_1130,37.21
Gyeonggi,WH_1131,7.48
Gyeonggi,WH_1132,23.11
Gyeonggi,WH_1133,5.08
Gyeonggi,WH_1134,20.99
Gyeonggi,WH_1135,1.45
Gyeonggi,WH_1136,15.99
Gyeonggi,WH_1137,19.39
Gyeonggi,WH_1138,22.0
Gyeonggi,WH_1139,41.6
Gyeonggi,WH_1140,7.51
Gyeonggi,WH_1141,24.67
Gyeonggi,WH_1142,9.22
Gyeonggi,WH_1143,15.84
Gyeonggi,WH_1144,27.09
Gyeonggi,WH_1145,4.7
Gyeonggi,WH_1146,23.24
Gyeonggi,WH_1147,29.64
Gyeonggi,WH_1148,38.03
Gyeonggi,WH_1149,62.09
Gyeonggi,WH_1150,13.31
Gyeonggi,WH_1151,36.17
Gyeonggi,WH_1152,11.74
Gyeonggi,WH_1153,36.66
Gyeonggi,WH_1154,30.12
Gyeonggi,WH_1155,13.33
Gyeonggi,WH_1156,5.58
Gyeonggi,WH_1157,13.78
Gyeonggi,WH_1158,13.48
Gyeonggi,WH_1159,36.39
Gyeonggi,WH_1160,25.79
Gyeonggi,WH_1161,21.72
Gyeonggi,WH_1162,32.87
Gyeonggi,WH_1163,4.64
Gyeonggi,WH_1164,10.77
Gyeonggi,WH_1165,3.77
Gyeonggi,WH_1166,23.45
Gyeonggi,WH_1167,17.96
Gyeonggi,WH_1168,26.68
Gyeonggi,WH_1169,34.62
Gyeonggi,WH_1170,2.46
Gyeonggi,WH_1171,23.33
Gyeonggi,WH_1172,10.09
Gyeonggi,WH_1173,17.52
Gyeonggi,WH_1174,7.68
Gyeonggi,WH_1175,4.32
Gyeonggi,WH_1176,13.62
Gyeonggi,WH_1177,31.42
Gyeonggi,WH_1178,12.12
Gyeonggi,WH_1179,26.08
Gyeonggi,WH_1180,18.87
Gyeonggi,WH_1181,14.34
Gyeonggi,WH_1182,30.34
Gyeonggi,WH_1183,17.04
Gyeonggi,WH_1184,4.53
Gyeonggi,WH_1185,19.14
Gyeonggi,WH_1186,17.64
Gyeonggi,WH_1187,7.77
Gyeonggi,WH_1188,27.0
Gyeonggi,WH_1189,21.25
Gyeonggi,WH_1190,9.65
Gyeonggi,WH_1191,24.42
Gyeonggi,WH_1192,19.98
Gyeonggi,WH_1193,19.15
Gyeonggi,WH_1194,19.03
Gyeonggi,WH_1195,6.42
Gyeonggi,WH_1196,13.75
Gyeonggi,WH_1197,12.89
Gyeonggi,WH_1198,6.1
Gyeonggi,WH_1199,22.54
Gyeonggi,WH_1200,24.79
Gyeonggi,WH_1201,26.81
Gyeonggi,WH_1202,23.52
Gyeonggi,WH_1203,25.7
Gyeonggi,WH_1204,24.6
Gyeonggi,WH_1205,7.19
Gyeonggi,WH_1206,3.3
Gyeonggi,WH_1207,13.89
Gyeonggi,WH_1208,32.25
Gyeonggi,WH_1209,25.07
Gyeonggi,WH_1210,9.71
Gyeonggi,WH_1211,30.5
Gyeonggi,WH_1212,18.37
Gyeonggi,WH_1213,13.81
Gyeonggi,WH_1214,13.86
Gyeonggi,WH_1215,25.03
Gyeonggi,WH_1216,15.55
Gyeonggi,WH_1217,31.09
Gyeonggi,WH_1218,27.1
Gyeonggi,WH_1219,17.15
Gyeonggi,WH_1220,9.35
Gyeonggi,WH_1221,17.9
Gyeonggi,WH_1222,17.77
Gyeonggi,WH_1223,11.78
Gyeonggi,WH_1224,21.99
Gyeonggi,WH_1225,13.92
Gyeonggi,WH_1226,8.05
Gyeonggi,WH_1227,14.0
Gyeonggi,WH_1228,12.23
Gyeonggi,WH_1229,3.53
Gyeonggi,WH_1230,10.18
Gyeonggi,WH_1231,10.22
Gyeonggi,WH_1232,7.33
Gyeonggi,WH_1233,37.7
Gyeonggi,WH_1234,18.95
Gyeonggi,WH_1235,6.45
Gyeonggi,WH_1236,25.28
Gyeonggi,WH_1237,31.43
Gyeonggi,WH_1238,19.01
Gyeonggi,WH_1239,11.74
Gyeonggi,WH_1240,25.85
Gyeonggi,WH_1241,34.42
Gyeonggi,WH_1242,27.53
Gyeonggi,WH_1243,27.82
Gyeonggi,WH_1244,0.57
Gyeonggi,WH_1245,24.12
Gyeonggi,WH_1246,12.34
Gyeonggi,WH_1247,18.62
Gyeonggi,WH_1248,3.48
Gyeonggi,WH_1249,12.23
Gyeonggi,WH_1250,28.79
Gyeonggi,WH_1251,32.59
Gyeonggi,WH_1252,11.63
Gyeonggi,WH_1253,28.7
Gyeonggi,WH_1254,28.13
Gyeonggi,WH_1255,18.52
Gyeonggi,WH_1256,3.71
Gyeonggi,WH_1257,10.7
Gyeonggi,WH_1258,13.32
Gyeonggi,WH_1259,39.05
Gyeonggi,WH_1260,11.77
Gyeonggi,WH_1261,8.1
Gyeonggi,WH_1262,19.67
Gyeonggi,WH_1263,16.35
Gyeonggi,WH_1264,13.43
Gyeonggi,WH_1265,18.55
Gyeonggi,WH_1266,16.51
Gyeonggi,WH_1267,13.34
Gyeonggi,WH_1268,6.38
Gyeonggi,WH_1269,27.28
Gyeonggi,WH_1270,9.82
Gyeonggi,WH_1271,37.72
Gyeonggi,WH_1272,11.99
Gyeonggi,WH_1273,19.69
Gyeonggi,WH_1274,23.74
Gyeonggi,WH_1275,24.71
Gyeonggi,WH_1276,9.99
Gyeonggi,WH_1277,27.07
Gyeonggi,WH_1278,14.8
Gyeonggi,WH_1279,18.63
Gyeonggi,WH_1280,15.66
Gyeonggi,WH_1281,32.95
Gyeonggi,WH_1282,7.0
Gyeonggi,WH_1283,15.73
Gyeonggi,WH_1284,12.9
Gyeonggi,WH_1285,15.39
Gyeonggi,WH_1286,31.54
Gyeonggi,WH_1287,4.05
Gyeonggi,WH_1288,21.26
Gyeonggi,WH_1289,4.57
Gyeonggi,WH_1290,8.2
Gyeonggi,WH_1291,7.58
Gyeonggi,WH_1292,44.18
Gyeonggi,WH_1293,9.17
Gyeonggi,WH_1294,18.84
Gyeonggi,WH_1295,16.76
Gyeonggi,WH_1296,11.73
Gyeonggi,WH_1297,6.36
Gyeonggi,WH_1298,31.16
Gyeonggi,WH_1299,5.94
Gyeonggi,WH_1300,23.65
Gyeonggi,WH_1301,15.14
Gyeonggi,WH_1302,8.2
Gyeonggi,WH_1303,30.58
Gyeonggi,WH_1304,14.07
Gyeonggi,WH_1305,9.3
Gyeonggi,WH_1306,13.16
Gyeonggi,WH_1307,7.47
Gyeonggi,WH_1308,51.41
Gyeonggi,WH_1309,27.64
Gyeonggi,WH_1310,10.06
Gyeonggi,WH_1311,20.87
Gyeonggi,WH_1312,12.33
Gyeonggi,WH_1313,20.67
Gyeonggi,WH_1314,13.87
Gyeonggi,WH_1315,7.44
Gyeonggi,WH_1316,9.11
Gyeonggi,WH_1317,41.44
Gyeonggi,WH_1318,26.77
Gyeonggi,WH_1319,31.66
Gyeonggi,WH_1320,20.81
Gyeonggi,WH_1321,12.19
Gyeonggi,WH_1322,27.37
Gyeonggi,WH_1323,24.26
Gyeonggi,WH_1324,16.8
Gyeonggi,WH_1325,20.45
Gyeonggi,WH_1326,37.21
Gyeonggi,WH_1327,18.15
Gyeonggi,WH_1328,18.47
Gyeonggi,WH_1329,23.48
Gyeonggi,WH_1330,19.86
Gyeonggi,WH_1331,13.24
Gyeonggi,WH_1332,9.09
Gyeonggi,WH_1333,22.4
Gyeonggi,WH_1334,20.01
Gyeonggi,WH_1335,33.75
Gyeonggi,WH_1336,16.15
Gyeonggi,WH_1337,40.23
Gyeonggi,WH_1338,19.23
Gyeonggi,WH_1339,8.02
Gyeonggi,WH_1340,12.14
Gyeonggi,WH_1341,24.91
Gyeonggi,WH_1342,29.07
Gyeonggi,WH_1343,19.5
Gyeonggi,WH_1344,26.19
Gyeonggi,WH_1345,30.41
Gyeonggi,WH_1346,12.48
Gyeonggi,WH_1347,23.14
Gyeonggi,WH_1348,8.38
Gyeonggi,WH_1349,24.03
Gyeonggi,WH_1350,5.62
Gyeonggi,WH_1351,24.84
Gyeonggi,WH_1352,19.0
Gyeonggi,WH_1353,28.84
Gyeonggi,WH_1354,21.69
Gyeonggi,WH_1355,11.63
Gyeonggi,WH_1356,61.11
Gyeonggi,WH_1357,84.72
Gyeonggi,WH_1358,78.52
Gyeonggi,WH_1359,56.9
Gyeonggi,WH_1360,46.47
Gyeonggi,WH_1361,53.53
Gyeonggi,WH_1362,82.38
Gyeonggi,WH_1363,85.42
Gyeonggi,WH_1364,67.72
Gyeonggi,WH_1365,91.1
Gyeonggi,WH_1366,65.95
Gyeonggi,WH_1367,51.67
Gyeonggi,WH_1368,84.11
Gyeonggi,WH_1369,83.51
Gyeonggi,WH_1370,66.71
Gyeonggi,WH_1371,68.08
Gyeonggi,WH_1372,60.96
Gyeonggi,WH_1373,79.82
Gyeonggi,WH_1374,84.51
Gyeonggi,WH_1375,70.67
Gyeonggi,WH_1376,76.35
Gyeonggi,WH_1377,88.37
Gyeonggi,WH_1378,74.8
Gyeonggi,WH_1379,67.1
Gyeonggi,WH_1380,76.44
Gyeonggi,WH_1381,36.19
Gyeonggi,WH_1382,81.49
Gyeonggi,WH_1383,47.85
Gyeonggi,WH_1384,77.76
Gyeonggi,WH_1385,51.23
Gyeonggi,WH_1386,65.54
Gyeonggi,WH_1387,31.01
Gyeonggi,WH_1388,60.74
Gyeonggi,WH_1389,83.57
Gyeonggi,WH_1390,65.99
Gyeonggi,WH_1391,85.0
Gyeonggi,WH_1392,55.31
Gyeonggi,WH_1393,92.83
Gyeonggi,WH_1394,80.45
Gyeonggi,WH_1395,89.56
Gyeonggi,WH_1396,42.58
Gyeonggi,WH_1397,103.62
Gyeonggi,WH_1398,80.94
Gyeonggi,WH_1399,85.74
Gyeonggi,WH_1400,79.64
Gyeonggi,WH_1401,92.18
Gyeonggi,WH_1402,73.63
Gyeonggi,WH_1403,73.58
Gyeonggi,WH_1404,67.41
Gyeonggi,WH_1405,56.97
Gyeonggi,WH_1406,96.61
Gyeonggi,WH_1407,81.35
Gyeonggi,WH_1408,94.6
Gyeonggi,WH_1409,100.66
Gyeonggi,WH_1410,107.52
Gyeonggi,WH_1411,112.98
Gyeonggi,WH_1412,80.48
Gyeonggi,WH_1413,75.62
Gyeonggi,WH_1414,69.63
Gyeonggi,WH_1415,90.66
Gyeonggi,WH_1416,80.81
Gyeonggi,WH_1417,95.4
Gyeonggi,WH_1418,53.58
Gyeonggi,WH_1419,109.95
Gyeonggi,WH_1420,95.71
Gyeonggi,WH_1421,79.43
Gyeonggi,WH_1422,97.16
Gyeonggi,WH_1423,90.51
Gyeonggi,WH_1424,60.26
Gyeonggi,WH_1425,80.53
Gyeonggi,WH_1426,87.53
Gyeonggi,WH_1427,63.89
Gyeonggi,WH_1428,102.69
Gyeonggi,WH_1429,103.32
Gyeonggi,WH_1430,77.4
Gyeonggi,WH_1431,101.47
Gyeonggi,WH_1432,96.46
Gyeonggi,WH_1433,62.34
Gyeonggi,WH_1434,91.89
Gyeonggi,WH_1435,99.16
Gyeonggi,WH_1436,57.03
Gyeonggi,WH_1437,84.46
Gyeonggi,WH_1438,73.61
Gyeonggi,WH_1439,70.17
Gyeonggi,WH_1440,105.07
Gyeonggi,WH_1441,83.5
Gyeonggi,WH_1442,84.1
Gyeonggi,WH_1443,80.9
Gyeonggi,WH_1444,73.48
Gyeonggi,WH_1445,104.9
Gyeonggi,WH_1446,78.65
Gyeonggi,WH_1447,90.27
Gyeonggi,WH_1448,95.08
Gyeonggi,WH_1449,78.45
Gyeonggi,WH_1450,88.69
Gyeonggi,WH_1451,101.63
Gyeonggi,WH_1452,66.44
Gyeonggi,WH_1453,68.32
Gyeonggi,WH_1454,95.56
Gyeonggi,WH_1455,106.18
Gyeonggi,WH_1456,110.82
Gyeonggi,WH_1457,72.95
Gyeonggi,WH_1458,63.64
Gyeonggi,WH_1459,109.79
Gyeonggi,WH_1460,90.53
Gyeonggi,WH_1461,85.96
Gyeonggi,WH_1462,51.0
Gyeonggi,WH_1463,83.45
Gyeonggi,WH_1464,91.78
Gyeonggi,WH_1465,74.67
Gyeonggi,WH_1466,60.34
Gyeonggi,WH_1467,79.39
Gyeonggi,WH_1468,104.47
Gyeonggi,WH_1469,75.97
Gyeonggi,WH_1470,82.51
Gyeonggi,WH_1471,63.08
Gyeonggi,WH_1472,76.53
Gyeonggi,WH_1473,110.95
Gyeonggi,WH_1474,83.1
Gyeonggi,WH_1475,89.85
Gyeonggi,WH_1476,65.3
Gyeonggi,WH_1477,105.33
Gyeonggi,WH_1478,77.06
Gyeonggi,WH_1479,63.67
Gyeonggi,WH_1480,87.8
Gyeonggi,WH_1481,79.72
Gyeonggi,WH_1482,91.98
Gyeonggi,WH_1483,74.47
Gyeonggi,WH_1484,77.91
Gyeonggi,WH_1485,98.55
Gyeonggi,WH_1486,96.52
Gyeonggi,WH_1487,106.4
Gyeonggi,WH_1488,109.51
Gyeonggi,WH_1489,129.36
Gyeonggi,WH_1490,104.66
Gyeonggi,WH_1491,115.35
Gyeonggi,WH_1492,121.34
Gyeonggi,WH_1493,130.08
Gyeonggi,WH_1494,123.56
Gyeonggi,WH_1495,123.93
Gyeonggi,WH_1496,106.7
Gyeonggi,WH_1497,132.67
Gyeonggi,WH_1498,120.88
Gyeonggi,WH_1499,136.95
Gyeonggi,WH_1500,107.16
Gyeonggi,WH_1501,109.17
Gyeonggi,WH_1502,107.66
Gyeonggi,WH_1503,158.67
Gyeonggi,WH_1504,128.14
Gyeonggi,WH_1505,86.36
Gyeonggi,WH_1506,143.55
Gyeonggi,WH_1507,124.89
Gyeonggi,WH_1508,115.69
Gyeonggi,WH_1509,128.14
Gyeonggi,WH_1510,104.22
Gyeonggi,WH_1511,143.07
Gyeonggi,WH_1512,146.17
Gyeonggi,WH_1513,102.68
Gyeonggi,WH_1514,142.58
Gyeonggi,WH_1515,115.85
Gyeonggi,WH_1516,126.93
Gyeonggi,WH_1517,121.81
Gyeonggi,WH_1518,118.91
Gyeonggi,WH_1519,111.63
Gyeonggi,WH_1520,128.23
Gyeonggi,WH_1521,105.54
Gyeonggi,WH_1522,120.47
Gyeonggi,WH_1523,105.74
Gyeonggi,WH_1524,112.48
Gyeonggi,WH_1525,98.13
Gyeonggi,WH_1526,129.76
Gyeonggi,WH_1527,146.43
Gyeonggi,WH_1528,108.33
Gyeonggi,WH_1529,99.23
Gyeonggi,WH_1530,123.74
Gyeonggi,WH_1531,137.94
Gyeonggi,WH_1532,141.65
Gyeonggi,WH_1533,120.16
Gyeonggi,WH_1534,111.16
Gyeonggi,WH_1535,134.25
Gyeonggi,WH_1536,117.64
Gyeonggi,WH_1537,94.62
Gyeonggi,WH_1538,107.06
Gyeonggi,WH_1539,120.16
Gyeonggi,WH_1540,116.18
Gyeonggi,WH_1541,127.22
Gyeonggi,WH_1542,131.89
Gyeonggi,WH_1543,104.48
Gyeonggi,WH_1544,140.0
Gyeonggi,WH_1545,102.62
Gyeonggi,WH_1546,133.24
Gyeonggi,WH_1547,117.65
Gyeonggi,WH_1548,126.16
Gyeonggi,WH_1549,174.99
Gyeonggi,WH_1550,167.38
Gyeonggi,WH_1551,179.34
Gyeonggi,WH_1552,200.74
Gyeonggi,WH_1553,212.97
Gyeonggi,WH_1554,225.49
Gyeonggi,WH_1555,197.92
Gyeonggi,WH_1556,169.22
Gyeonggi,WH_1557,182.29
Gyeonggi,WH_1558,200.98
Gyeonggi,WH_1559,207.22
Gyeonggi,WH_1560,183.74
Gyeonggi,WH_1561,176.54
Gyeonggi,WH_1562,214.71
Gyeonggi,WH_1563,191.24
Gyeonggi,WH_1564,208.64
Gyeonggi,WH_1565,202.74
Gyeonggi,WH_1566,173.83
Gyeonggi,WH_1567,166.56
Gyeonggi,WH_1568,229.48
Gyeonggi,WH_1569,168.51
Gyeonggi,WH_1570,230.87
Gyeonggi,WH_1571,187.06
Gyeonggi,WH_1572,165.2
Gyeonggi,WH_1573,185.41
Gyeonggi,WH_1574,180.48
Gyeonggi,WH_1575,202.34
Gyeonggi,WH_1576,138.42
Gyeonggi,WH_1577,199.48
Gyeonggi,WH_1578,195.46
Gyeonggi,WH_1579,173.11
Gyeonggi,WH_1580,191.31
Gyeonggi,WH_1581,191.84
Gyeonggi,WH_1582,206.33
Gyeonggi,WH_1583,188.02
Gyeonggi,WH_1584,203.93
Gyeonggi,WH_1585,158.42
Gyeonggi,WH_1586,196.57
Gyeonggi,WH_1587,209.84
Gyeonggi,WH_1588,181.11
Gyeonggi,WH_1589,157.79
Gyeonggi,WH_1590,184.06
Gyeonggi,WH_1591,196.34
Gyeonggi,WH_1592,181.11
Gyeonggi,WH_1593,173.49
Gyeonggi,WH_1594,184.9
Gyeonggi,WH_1595,214.29
Gyeonggi,WH_1596,191.43
Gyeonggi,WH_1597,194.6
Gyeonggi,WH_1598,212.2
Gyeonggi,WH_1599,188.42
Gyeonggi,WH_1600,190.06
Gyeonggi,WH_1601,186.28
Gyeonggi,WH_1602,189.67
Gyeonggi,WH_1603,183.49
Gyeonggi,WH_1604,188.99
Gyeonggi,WH_1605,172.68
Gyeonggi,WH_1606,182.92
Gyeonggi,WH_1607,223.01
Gyeonggi,WH_1608,163.79
Gyeonggi,WH_1609,180.19
Gyeonggi,WH_1610,188.43
Gyeonggi,WH_1611,187.16
Gyeonggi,WH_1612,190.98
Gyeonggi,WH_1613,208.93
Gyeonggi,WH_1614,149.96
Gyeonggi,WH_1615,192.58
Gyeonggi,WH_1616,205.63
Gyeonggi,WH_1617,215.12
Gyeonggi,WH_1618,191.22
Gyeonggi,WH_1619,195.95
Gyeonggi,WH_1620,188.9
Gyeonggi,WH_1621,279.6
Gyeonggi,WH_1622,285.2
Gyeonggi,WH_1623,299.96
Gyeonggi,WH_1624,276.17
Gyeonggi,WH_1625,271.81
Gyeonggi,WH_1626,289.03
Gyeonggi,WH_1627,252.06
Gyeonggi,WH_1628,297.84
Gyeonggi,WH_1629,280.92
Gyeonggi,WH_1630,305.09
Gyeonggi,WH_1631,288.5
Gyeonggi,WH_1632,272.28
Gyeonggi,WH_1633,302.41
Gyeonggi,WH_1634,308.91
Gyeonggi,WH_1635,274.89
Gyeonggi,WH_1636,317.81
Gyeonggi,WH_1637,284.49
Gyeonggi,WH_1638,278.96
Gyeonggi,WH_1639,292.64
Gyeonggi,WH_1640,260.27
Gyeonggi,WH_1641,279.34
Gyeonggi,WH_1642,292.17
Gyeonggi,WH_1643,299.25
Gyeonggi,WH_1644,295.11
Gyeonggi,WH_1645,246.03
Gyeonggi,WH_1646,297.88
Gyeonggi,WH_1647,288.02
Gyeonggi,WH_1648,279.67
Gyeonggi,WH_1649,283.46
Gyeonggi,WH_1650,303.99
Gyeonggi,WH_1651,293.02
Gyeonggi,WH_1652,305.65
Gyeonggi,WH_1653,275.24
Gyeonggi,WH_1654,281.46
Gyeonggi,WH_1655,278.64
Gyeonggi,WH_1656,266.83
Gyeonggi,WH_1657,290.78
Gyeonggi,WH_1658,274.32
Gyeonggi,WH_1659,300.96
Gyeonggi,WH_1660,282.54
Gyeonggi,WH_1661,298.57
Gyeonggi,WH_1662,306.61
Gyeonggi,WH_1663,310.88
Gyeonggi,WH_1664,299.29
Gyeonggi,WH_1665,269.6
Gyeonggi,WH_1666,299.45
Gyeonggi,WH_1667,261.86
Gyeonggi,WH_1668,276.53
Gyeonggi,WH_1669,314.29
Gyeonggi,WH_1670,287.28
Gyeonggi,WH_1671,268.84
Gyeonggi,WH_1672,283.41
Gyeonggi,WH_1673,295.28
Gyeonggi,WH_1674,283.61
Gyeonggi,WH_1675,265.69
Gyeonggi,WH_1676,273.08
Gyeonggi,WH_1677,291.17
Gyeonggi,WH_1678,278.53
Gyeonggi,WH_1679,291.24
Gyeonggi,WH_1680,303.74
Gyeonggi,WH_1681,299.89
Gyeonggi,WH_1682,295.3
Gyeonggi,WH_1683,289.11
Gyeonggi,WH_1684,304.85
Gyeonggi,WH_1685,283.78
Gyeonggi,WH_1686,282.44
Gyeonggi,WH_1687,296.46
Gyeonggi,WH_1688,269.43
Gyeonggi,WH_1689,297.38
Gyeonggi,WH_1690,277.14
Gyeonggi,WH_1691,316.29
Gyeonggi,WH_1692,260.2
Gyeonggi,WH_1693,319.9
Gyeonggi,WH_1694,280.47
Gyeonggi,WH_1695,294.22
Gyeonggi,WH_1696,306.69
Gyeonggi,WH_1697,287.53
Gyeonggi,WH_1698,302.71
Gyeonggi,WH_1699,265.37
Gyeonggi,WH_1700,264.44
Gyeonggi,WH_1701,305.22
Gyeonggi,WH_1702,271.05
Gyeonggi,WH_1703,278.39
Gyeonggi,WH_1704,299.42
Gyeonggi,WH_1705,273.12
Gyeonggi,WH_1706,315.17
Gyeonggi,WH_1707,298.2
Gyeonggi,WH_1708,288.33
Gyeonggi,WH_1709,281.6
Gyeonggi,WH_1710,285.02
Gyeonggi,WH_1711,278.03
Gyeonggi,WH_1712,291.03
Gyeonggi,WH_1713,288.33
Gyeonggi,WH_1714,297.47
Gyeonggi,WH_1715,173.48
Gyeonggi,WH_1716,177.31
Gyeonggi,WH_1717,147.01
Gyeonggi,WH_1718,158.38
Gyeonggi,WH_1719,149.03
Gyeonggi,WH_1720,173.73
Gyeonggi,WH_1721,154.52
Gyeonggi,WH_1722,165.45
Gyeonggi,WH_1723,154.92
Gyeonggi,WH_1724,158.11
Gyeonggi,WH_1725,148.94
Gyeonggi,WH_1726,145.48
Gyeonggi,WH_1727,165.17
Gyeonggi,WH_1728,181.24
Gyeonggi,WH_1729,163.49
Gyeonggi,WH_1730,161.04
Gyeonggi,WH_1731,139.95
Gyeonggi,WH_1732,162.43
Gyeonggi,WH_1733,164.03
Gyeonggi,WH_1734,151.25
Gyeonggi,WH_1735,178.12
Gyeonggi,WH_1736,154.54
Gyeonggi,WH_1737,145.41
Gyeonggi,WH_1738,135.95
Gyeonggi,WH_1739,162.19
Gyeonggi,WH_1740,159.38
Gyeonggi,WH_1741,185.0
Gyeonggi,WH_1742,172.56
Gyeonggi,WH_1743,199.8
Gyeonggi,WH_1744,155.31
Gyeonggi,WH_1745,173.02
Gyeonggi,WH_1746,187.41
Gyeonggi,WH_1747,165.34
Gyeonggi,WH_1748,169.11
Gyeonggi,WH_1749,160.54
Gyeonggi,WH_1750,169.77
Gyeonggi,WH_1751,144.83
Gyeonggi,WH_1752,177.23
Gyeonggi,WH_1753,160.04
Gyeonggi,WH_1754,180.73
Gyeonggi,WH_1755,187.44
Gyeonggi,WH_1756,151.2
Gyeonggi,WH_1757,161.88
Gyeonggi,WH_1758,157.7
Gyeonggi,WH_1759,145.01
Gyeonggi,WH_1760,135.16
Gyeonggi,WH_1761,167.6
Gyeonggi,WH_1762,176.57
Gyeonggi,WH_1763,167.52
Gyeonggi,WH_1764,153.21
Gyeonggi,WH_1765,166.0
Gyeonggi,WH_1766,154.88
Gyeonggi,WH_1767,153.85
Gyeonggi,WH_1768,153.81
Gyeonggi,WH_1769,168.53
Gyeonggi,WH_1770,179.15
Gyeonggi,WH_1771,147.37
Gyeonggi,WH_1772,161.13
Gyeonggi,WH_1773,164.47
Gyeonggi,WH_1774,154.55
Gyeonggi,WH_1775,129.25
Gyeonggi,WH_1776,163.36
