lane_id,distance_km,delayed_shipments,penalty_cost_usd
Jeju-WH_0060,291.03,7,1126.0
Jeju-WH_0061,298.09,15,1428.94
Jeju-WH_0062,293.11,2,758.39
Jeju-WH_0063,283.65,9,208.11
Jeju-WH_0064,295.09,5,758.21
Jeju-WH_0065,298.68,15,1055.56
Jeju-WH_0066,304.57,15,975.64
Jeju-WH_0067,275.04,16,1352.2
Jeju-WH_0068,333.89,12,744.78
Jeju-WH_0069,311.48,9,668.57
Jeju-WH_0070,312.66,16,1275.84
Jeju-WH_0071,288.92,7,1176.25
Jeju-WH_0072,281.02,13,840.72
Jeju-WH_0073,329.25,8,730.03
Jeju-WH_0074,318.7,16,505.99
Jeju-WH_0075,323.92,19,733.43
Jeju-WH_0076,290.86,3,1073.62
Jeju-WH_0077,332.26,5,628.04
Jeju-WH_0078,301.22,15,523.99
Jeju-WH_0079,286.84,9,839.64
Jeju-WH_0080,296.94,11,713.27
Jeju-WH_0081,290.02,16,868.29
Jeju-WH_0082,315.36,8,1449.95
Jeju-WH_0083,311.36,12,260.83
Jeju-WH_0084,300.89,16,434.26
Jeju-WH_0085,274.99,2,857.77
Jeju-WH_0086,305.5,9,1137.65
Jeju-WH_0087,291.7,16,376.45
Jeju-WH_0088,283.0,4,1294.15
Jeju-WH_0089,289.39,13,378.01
Jeju-WH_0090,305.69,6,573.54
Jeju-WH_0091,323.19,2,1074.11
Jeju-WH_0092,300.7,13,221.84
Jeju-WH_0093,299.65,5,699.02
Jeju-WH_0094,313.44,16,1350.09
Jeju-WH_0095,301.32,10,1381.35
Jeju-WH_0096,302.18,9,864.37
Jeju-WH_0097,327.83,16,1362.26
Jeju-WH_0098,312.18,14,213.11
Jeju-WH_0099,271.13,4,1424.99
Jeju-WH_0100,298.86,16,803.74
Jeju-WH_0101,303.24,9,325.47
Jeju-WH_0102,283.9,11,269.85
Jeju-WH_0103,300.89,19,1376.38
Jeju-WH_0104,304.99,16,1092.81
Jeju-WH_0105,306.74,9,742.8
Jeju-WH_0106,303.05,12,1357.27
Jeju-WH_0107,297.83,16,1415.24
Jeju-WH_0108,316.83,2,1436.55
Jeju-WH_0109,288.94,10,109.11
Jeju-WH_0110,314.22,7,861.78
Jeju-WH_0111,325.69,5,1272.45
Jeju-WH_0112,314.6,6,1315.19
Jeju-WH_0113,302.39,12,199.83
Jeju-WH_0114,304.67,14,1368.05
Jeju-WH_0115,330.03,6,299.91
Jeju-WH_0116,314.84,16,549.89
Jeju-WH_0117,299.57,14,185.49
Jeju-WH_0118,333.12,19,1345.76
Jeju-WH_0119,290.99,18,829.93
Jeju-WH_0120,296.56,13,1262.4
Jeju-WH_0121,295.99,2,126.0
Jeju-WH_0122,295.62,19,1279.15
Jeju-WH_0123,275.12,18,1453.73
Jeju-WH_0124,317.37,19,480.8
Jeju-WH_0125,296.76,16,364.82
Jeju-WH_0126,299.16,19,439.86
Jeju-WH_0127,333.53,7,742.13
Jeju-WH_0128,320.79,4,777.74
Jeju-WH_0129,302.09,11,1210.92
Jeju-WH_0130,294.56,12,219.41
Jeju-WH_0131,322.57,18,1076.08
Jeju-WH_0132,326.73,17,1027.52
Jeju-WH_0133,303.09,2,1100.58
Jeju-WH_0134,297.27,17,107.66
Jeju-WH_0135,302.25,6,275.13
Jeju-WH_0136,358.39,13,833.99
Jeju-WH_0137,328.5,10,329.78
Jeju-WH_0138,324.57,10,1491.8
Jeju-WH_0139,321.1,11,255.32
Jeju-WH_0140,330.48,4,1105.61
Jeju-WH_0141,318.3,6,392.82
Jeju-WH_0142,325.88,1,1179.17
Jeju-WH_0143,338.41,13,1429.55
Jeju-WH_0144,336.21,4,1451.84
Jeju-WH_0145,312.16,10,685.98
Jeju-WH_0146,336.54,9,990.6
Jeju-WH_0147,329.39,1,965.48
Jeju-WH_0148,332.4,6,165.17
Jeju-WH_0149,330.07,12,1141.3
Jeju-WH_0150,329.07,19,726.12
Jeju-WH_0151,316.01,18,530.88
Jeju-WH_0152,325.02,13,1060.87
Jeju-WH_0153,313.85,17,133.93
Jeju-WH_0154,425.52,9,960.72
Jeju-WH_0155,459.0,11,1398.19
Jeju-WH_0156,459.39,2,1070.32
Jeju-WH_0157,410.44,6,822.88
Jeju-WH_0158,442.33,1,148.76
Jeju-WH_0159,444.34,13,1017.79
Jeju-WH_0160,417.73,9,347.41
Jeju-WH_0161,426.15,16,634.38
Jeju-WH_0162,485.71,2,311.27
Jeju-WH_0163,427.76,6,904.19
Jeju-WH_0164,446.39,12,851.09
Jeju-WH_0165,460.4,19,1157.24
Jeju-WH_0166,470.79,19,1495.43
Jeju-WH_0167,453.08,17,402.29
Jeju-WH_0168,458.17,18,1019.99
Jeju-WH_0169,429.29,1,1305.45
Jeju-WH_0170,451.99,3,1342.91
Jeju-WH_0171,448.3,13,1327.01
Jeju-WH_0172,460.15,15,436.05
Jeju-WH_0173,439.99,3,964.92
Jeju-WH_0174,445.17,15,1072.08
Jeju-WH_0175,424.4,6,316.56
Jeju-WH_0176,452.91,14,1208.75
Jeju-WH_0177,456.94,13,1156.35
Jeju-WH_0178,433.62,14,1247.18
Jeju-WH_0179,445.02,13,414.81
Jeju-WH_0180,426.53,14,276.32
Jeju-WH_0181,465.77,14,420.47
Jeju-WH_0182,416.97,9,261.1
Jeju-WH_0183,443.76,16,1293.71
Jeju-WH_0184,467.32,18,161.3
Jeju-WH_0185,435.42,7,812.25
Jeju-WH_0186,432.62,19,480.08
Jeju-WH_0187,418.77,12,722.45
Jeju-WH_0188,428.73,15,252.94
Jeju-WH_0189,467.03,3,1168.75
Jeju-WH_0190,437.95,12,447.94
Jeju-WH_0191,423.1,1,518.35
Jeju-WH_0192,449.93,19,274.73
Jeju-WH_0193,430.66,14,538.29
Jeju-WH_0194,432.0,16,1318.04
Jeju-WH_0195,464.97,18,1068.34
Jeju-WH_0196,449.15,19,1257.37
Jeju-WH_0197,444.53,16,781.46
Jeju-WH_0198,471.21,3,564.84
Jeju-WH_0199,446.52,12,413.57
Jeju-WH_0200,474.95,2,586.74
Jeju-WH_0201,418.23,2,1236.57
Jeju-WH_0202,471.22,4,1363.31
Jeju-WH_0203,442.25,16,741.37
Jeju-WH_0204,432.46,4,1043.13
Jeju-WH_0205,454.63,7,1009.49
Jeju-WH_0206,435.97,9,482.86
Jeju-WH_0207,455.55,17,233.06
Jeju-WH_0208,462.17,15,1115.27
Jeju-WH_0209,438.85,10,1251.86
Jeju-WH_0210,428.18,16,1450.34
Jeju-WH_0211,443.09,4,1418.18
Jeju-WH_0212,441.92,10,1006.95
Jeju-WH_0213,454.46,1,1041.19
Jeju-WH_0214,445.35,3,862.18
Jeju-WH_0215,440.13,19,422.93
Jeju-WH_0216,444.44,11,448.07
Jeju-WH_0217,459.08,19,1002.21
Jeju-WH_0218,430.89,19,206.85
Jeju-WH_0219,432.48,18,159.69
Jeju-WH_0220,440.19,14,1458.28
Jeju-WH_0221,417.14,7,936.74
Jeju-WH_0222,432.8,12,244.24
Jeju-WH_0223,445.35,14,1053.06
Jeju-WH_0224,456.53,16,427.55
Jeju-WH_0225,471.96,13,904.41
Jeju-WH_0226,429.99,8,197.42
Jeju-WH_0227,437.75,12,1283.08
Jeju-WH_0228,465.56,14,521.71
Jeju-WH_0229,447.55,10,655.76
Jeju-WH_0230,449.45,6,352.85
Jeju-WH_0231,445.32,10,1068.26
Jeju-WH_0232,465.26,1,146.04
Jeju-WH_0233,440.47,1,931.99
Jeju-WH_0234,430.84,3,1280.78
Jeju-WH_0235,433.76,6,385.06
Jeju-WH_0236,400.72,11,975.3
Jeju-WH_0237,454.91,14,397.0
Jeju-WH_0238,440.74,3,436.05
Jeju-WH_0239,467.22,18,1370.78
Jeju-WH_0240,442.12,15,684.07
Jeju-WH_0241,437.12,18,1374.08
Jeju-WH_0242,438.58,8,494.37
Jeju-WH_0243,432.43,14,1149.7
Jeju-WH_0244,456.98,16,1024.93
Jeju-WH_0245,453.43,11,1236.23
Jeju-WH_0246,452.94,5,698.35
Jeju-WH_0247,463.61,19,229.28
Jeju-WH_0248,431.73,1,1468.32
Jeju-WH_0249,430.45,11,1057.88
Jeju-WH_0250,448.96,6,536.57
Jeju-WH_0251,443.32,7,277.6
Jeju-WH_0252,448.83,1,351.57
Jeju-WH_0253,451.4,14,1193.6
Jeju-WH_0254,414.02,16,1272.47
Jeju-WH_0255,434.94,8,1155.54
Jeju-WH_0256,417.29,12,1443.87
Jeju-WH_0257,469.4,13,1268.57
Jeju-WH_0258,440.81,17,720.09
Jeju-WH_0259,452.03,1,922.67
Jeju-WH_0260,464.28,6,269.68
Jeju-WH_0261,449.93,3,370.07
Jeju-WH_0262,430.33,3,394.77
Jeju-WH_0263,450.42,7,678.45
Jeju-WH_0264,395.13,16,1318.43
Jeju-WH_0265,435.11,17,1021.5
Jeju-WH_0266,460.67,8,598.01
Jeju-WH_0267,441.08,11,546.23
Jeju-WH_0268,420.98,16,1082.19
Jeju-WH_0269,415.38,5,543.24
Jeju-WH_0270,455.54,11,171.19
Jeju-WH_0271,438.3,13,1326.71
Jeju-WH_0272,449.51,18,890.54
Jeju-WH_0273,437.12,13,1418.79
Jeju-WH_0274,441.45,18,827.58
Jeju-WH_0275,453.71,11,1358.05
Jeju-WH_0276,409.01,3,1327.98
Jeju-WH_0277,458.25,11,391.61
Jeju-WH_0278,440.11,15,949.57
Jeju-WH_0279,451.39,12,520.45
Jeju-WH_0280,473.34,12,1099.65
Jeju-WH_0281,456.37,8,183.67
Jeju-WH_0282,450.17,10,769.25
Jeju-WH_0283,445.72,7,1424.73
Jeju-WH_0284,461.75,1,1004.99
Jeju-WH_0285,468.4,10,187.34
Jeju-WH_0286,428.94,19,531.42
Jeju-WH_0287,447.17,7,1394.31
Jeju-WH_0288,448.97,1,1114.79
Jeju-WH_0289,460.99,13,1175.14
Jeju-WH_0290,453.08,7,764.02
Jeju-WH_0291,439.12,9,931.47
Jeju-WH_0292,441.42,10,246.95
Jeju-WH_0293,467.79,18,384.05
Jeju-WH_0294,405.35,4,919.41
Jeju-WH_0295,469.65,18,778.5
Jeju-WH_0296,479.78,16,988.42
Jeju-WH_0297,402.57,4,812.96
Jeju-WH_0298,414.99,1,1469.28
Jeju-WH_0299,464.98,1,571.79
Jeju-WH_0300,456.3,11,1093.38
Jeju-WH_0301,443.24,14,588.28
Jeju-WH_0302,436.48,18,154.49
Jeju-WH_0303,424.67,17,1483.65
Jeju-WH_0304,465.4,9,445.16
Jeju-WH_0305,425.81,10,319.61
Jeju-WH_0306,438.18,19,810.77
Jeju-WH_0307,442.9,4,965.54
Jeju-WH_0308,446.49,5,614.15
Jeju-WH_0309,441.6,15,682.09
Jeju-WH_0310,464.34,5,205.05
Jeju-WH_0311,443.95,18,283.37
Jeju-WH_0312,441.92,8,644.53
Jeju-WH_0313,419.91,15,1094.86
Jeju-WH_0314,429.68,11,882.72
Jeju-WH_0315,437.68,10,299.91
Jeju-WH_0316,445.86,5,1253.97
Jeju-WH_0317,421.96,13,1204.5
Jeju-WH_0318,448.34,18,1024.93
Jeju-WH_0319,442.19,8,766.86
Jeju-WH_0320,478.14,9,709.06
Jeju-WH_0321,442.95,4,1357.05
Jeju-WH_0322,470.31,17,646.26
Jeju-WH_0323,452.48,19,1038.26
Jeju-WH_0324,437.88,12,1082.48
Jeju-WH_0325,430.32,3,196.22
Jeju-WH_0326,428.86,15,1120.77
Jeju-WH_0327,447.67,10,615.99
Jeju-WH_0328,448.78,2,790.79
Jeju-WH_0329,469.67,13,722.95
Jeju-WH_0330,441.0,13,644.26
Jeju-WH_0331,450.17,18,1199.22
Jeju-WH_0332,417.92,17,447.38
Jeju-WH_0333,430.35,9,1298.52
Jeju-WH_0334,451.32,15,158.73
Jeju-WH_0335,461.84,6,583.48
Jeju-WH_0336,448.21,4,441.75
Jeju-WH_0337,443.68,19,1246.2
Jeju-WH_0338,457.17,14,517.81
Jeju-WH_0339,411.32,12,1116.33
Jeju-WH_0340,405.95,10,260.77
Jeju-WH_0341,442.07,11,327.31
Jeju-WH_0342,440.6,11,609.73
Jeju-WH_0343,446.2,9,1214.31
Jeju-WH_0344,457.98,17,138.9
Jeju-WH_0345,450.14,1,881.47
Jeju-WH_0346,442.26,12,668.13
Jeju-WH_0347,441.73,11,995.36
Jeju-WH_0348,197.77,11,654.09
Jeju-WH_0349,170.36,16,1157.67
Jeju-WH_0350,185.65,17,1129.25
Jeju-WH_0351,188.7,6,258.45
Jeju-WH_0352,154.06,15,469.24
Jeju-WH_0353,170.54,10,426.94
Jeju-WH_0354,208.19,11,1453.11
Jeju-WH_0355,190.29,5,854.15
Jeju-WH_0356,182.74,2,869.14
Jeju-WH_0357,191.22,10,197.73
Jeju-WH_0358,210.6,8,467.37
Jeju-WH_0359,150.21,4,348.19
Jeju-WH_0360,182.74,3,472.33
Jeju-WH_0361,199.47,10,438.88
Jeju-WH_0363,164.86,7,365.6
Jeju-WH_0364,198.38,14,1216.68
Jeju-WH_0365,207.93,3,1310.38
Jeju-WH_0366,172.23,11,373.5
Jeju-WH_0367,191.28,10,1498.71
Jeju-WH_0368,167.41,4,238.09
Jeju-WH_0369,180.78,17,360.26
Jeju-WH_0370,220.21,16,1471.09
Jeju-WH_0371,223.04,6,762.43
Jeju-WH_0372,197.3,1,295.89
Jeju-WH_0373,187.6,7,510.59
Jeju-WH_0374,184.58,14,167.84
Jeju-WH_0375,323.01,5,622.23
Jeju-WH_0376,317.25,12,284.66
Jeju-WH_0377,313.38,17,801.5
Jeju-WH_0378,343.38,3,133.33
Jeju-WH_0379,311.44,14,452.01
Jeju-WH_0380,329.22,4,987.02
Jeju-WH_0381,343.95,2,1079.85
Jeju-WH_0382,343.46,16,1166.41
Jeju-WH_0383,354.65,8,435.74
Jeju-WH_0384,344.48,5,687.87
Jeju-WH_0385,305.55,9,491.69
Jeju-WH_0386,329.95,5,325.1
Jeju-WH_0387,355.76,5,1076.06
Jeju-WH_0388,336.0,3,778.32
Jeju-WH_0389,358.3,1,458.47
Jeju-WH_0390,358.83,7,1258.63
Jeju-WH_0391,332.93,2,229.48
Jeju-WH_0392,331.5,8,611.33
Jeju-WH_0393,358.02,11,268.65
Jeju-WH_0394,365.5,6,543.17
Jeju-WH_0395,332.85,1,935.59
Jeju-WH_0396,361.49,17,443.69
Jeju-WH_0397,330.03,4,1042.42
Jeju-WH_0398,328.83,15,601.07
Jeju-WH_0399,366.64,3,769.0
Jeju-WH_0400,361.19,5,107.69
Jeju-WH_0401,342.71,19,649.02
Jeju-WH_0402,349.94,1,314.58
Jeju-WH_0403,329.93,3,1350.42
Jeju-WH_0404,358.32,7,1181.49
Jeju-WH_0405,356.09,18,840.66
Jeju-WH_0406,309.25,16,1210.23
Jeju-WH_0407,365.61,1,271.21
Jeju-WH_0408,362.08,10,1316.44
Jeju-WH_0409,379.13,16,1092.96
Jeju-WH_0410,358.46,15,1019.51
Jeju-WH_0411,335.24,11,1404.15
Jeju-WH_0412,346.46,2,1024.83
Jeju-WH_0413,360.39,4,411.23
Jeju-WH_0414,334.55,8,721.61
Jeju-WH_0415,341.86,3,1399.01
Jeju-WH_0416,340.77,17,270.02
Jeju-WH_0417,363.41,13,324.61
Jeju-WH_0418,329.86,16,947.32
Jeju-WH_0419,380.48,16,692.91
Jeju-WH_0420,333.65,18,859.58
Jeju-WH_0421,346.05,5,974.09
Jeju-WH_0422,332.9,14,578.48
Jeju-WH_0423,301.91,19,417.12
Jeju-WH_0424,380.42,17,467.66
Jeju-WH_0425,342.5,11,407.93
Jeju-WH_0426,355.19,3,922.33
Jeju-WH_0427,340.82,11,1032.32
Jeju-WH_0428,326.17,5,434.46
Jeju-WH_0429,353.13,16,885.04
Jeju-WH_0430,335.81,9,1401.43
Jeju-WH_0431,304.06,7,537.55
Jeju-WH_0432,335.91,18,202.4
Jeju-WH_0433,313.31,8,912.06
Jeju-WH_0434,320.82,10,977.39
Jeju-WH_0435,347.79,15,591.65
Jeju-WH_0436,357.41,13,1208.42
Jeju-WH_0437,347.19,16,843.9
Jeju-WH_0438,342.58,10,863.39
Jeju-WH_0439,342.15,4,701.52
Jeju-WH_0440,338.91,3,435.89
Jeju-WH_0441,455.86,8,806.87
Jeju-WH_0442,431.53,16,760.63
Jeju-WH_0443,444.48,2,605.75
Jeju-WH_0444,466.87,6,695.53
Jeju-WH_0445,435.67,2,643.0
Jeju-WH_0446,473.47,7,198.14
Jeju-WH_0447,437.37,11,1015.22
Jeju-WH_0448,444.31,2,1198.7
Jeju-WH_0449,448.97,6,1405.19
Jeju-WH_0450,465.13,18,557.35
Jeju-WH_0451,459.35,9,1233.61
Jeju-WH_0452,462.53,8,897.86
Jeju-WH_0453,449.72,12,1476.12
Jeju-WH_0454,430.51,2,1231.29
Jeju-WH_0455,439.51,19,1352.86
Jeju-WH_0456,459.51,7,797.47
Jeju-WH_0457,450.83,15,292.41
Jeju-WH_0458,450.74,13,380.02
Jeju-WH_0459,446.01,1,455.87
Jeju-WH_0460,489.92,4,1377.38
Jeju-WH_0461,448.29,2,1181.68
Jeju-WH_0462,441.75,9,1199.07
Jeju-WH_0463,433.29,6,358.41
Jeju-WH_0464,439.07,10,382.38
Jeju-WH_0465,467.18,16,375.86
Jeju-WH_0466,440.41,11,417.91
Jeju-WH_0467,441.17,18,607.56
Jeju-WH_0468,436.29,16,829.76
Jeju-WH_0469,470.46,19,900.33
Jeju-WH_0470,440.24,6,910.43
Jeju-WH_0471,432.33,6,1140.69
Jeju-WH_0472,464.25,3,1495.38
Jeju-WH_0473,449.99,4,541.36
Jeju-WH_0474,440.99,13,864.02
Jeju-WH_0475,454.3,5,118.72
Jeju-WH_0476,436.58,8,1091.71
Jeju-WH_0477,453.2,17,726.36
Jeju-WH_0478,465.32,1,1180.12
Jeju-WH_0479,462.95,6,568.02
Jeju-WH_0480,433.69,19,631.59
Jeju-WH_0481,413.49,6,1263.23
Jeju-WH_0482,445.56,12,341.79
Jeju-WH_0483,456.5,18,466.09
Jeju-WH_0484,444.06,12,175.65
Jeju-WH_0485,434.25,5,1335.76
Jeju-WH_0486,460.29,19,527.52
Jeju-WH_0487,441.47,3,1162.2
Jeju-WH_0488,443.54,10,537.1
Jeju-WH_0489,426.03,11,941.72
Jeju-WH_0490,473.73,18,1161.05
Jeju-WH_0491,450.74,17,1351.65
Jeju-WH_0492,452.87,14,487.39
Jeju-WH_0493,452.16,9,553.73
Jeju-WH_0494,455.43,7,186.02
Jeju-WH_0495,458.57,17,328.94
Jeju-WH_0496,466.49,11,667.71
Jeju-WH_0497,474.91,10,175.68
Jeju-WH_0498,419.28,16,821.99
Jeju-WH_0499,481.08,18,441.31
Jeju-WH_0500,455.19,4,825.33
Jeju-WH_0501,436.51,12,465.29
Jeju-WH_0502,422.86,6,160.19
Jeju-WH_0503,437.2,6,214.65
Jeju-WH_0504,440.94,13,1307.91
Jeju-WH_0505,443.76,11,1044.57
Jeju-WH_0506,434.77,8,1320.33
Jeju-WH_0507,415.92,5,691.74
Jeju-WH_0508,457.62,4,722.31
Jeju-WH_0509,438.74,6,678.54
Jeju-WH_0510,452.47,15,706.13
Jeju-WH_0511,430.64,17,515.16
Jeju-WH_0512,421.11,5,371.68
Jeju-WH_0513,423.19,1,569.32
Jeju-WH_0514,453.49,15,838.57
Jeju-WH_0515,439.33,3,1219.48
Jeju-WH_0516,433.77,4,1219.67
Jeju-WH_0517,444.16,16,494.11
Jeju-WH_0518,435.98,6,830.78
Jeju-WH_0519,432.87,2,448.47
Jeju-WH_0520,448.48,17,999.32
Jeju-WH_0521,462.42,17,286.24
Jeju-WH_0522,449.06,1,1122.75
Jeju-WH_0523,444.96,10,223.1
Jeju-WH_0524,413.86,8,653.83
Jeju-WH_0525,446.02,1,1038.97
Jeju-WH_0526,434.98,3,811.72
Jeju-WH_0527,441.3,8,1031.43
Jeju-WH_0528,463.98,19,1378.83
Jeju-WH_0529,468.15,17,838.87
Jeju-WH_0530,449.95,5,440.8
Jeju-WH_0531,454.85,6,1106.06
Jeju-WH_0532,422.35,10,1085.14
Jeju-WH_0533,427.15,19,261.1
Jeju-WH_0534,441.72,6,732.84
Jeju-WH_0535,471.56,6,1304.19
Jeju-WH_0536,438.47,8,848.79
Jeju-WH_0537,466.69,19,1227.5
Jeju-WH_0538,436.35,4,146.44
Jeju-WH_0539,434.16,4,952.34
Jeju-WH_0540,447.44,2,1258.67
Jeju-WH_0541,438.66,5,640.04
Jeju-WH_0542,439.33,14,1421.97
Jeju-WH_0543,454.43,3,285.17
Jeju-WH_0544,444.26,13,593.63
Jeju-WH_0545,445.64,8,759.58
Jeju-WH_0546,424.52,6,1179.32
Jeju-WH_0547,481.15,2,1479.45
Jeju-WH_0548,449.92,5,1283.23
Jeju-WH_0549,431.53,7,508.33
Jeju-WH_0550,433.52,7,401.78
Jeju-WH_0551,429.33,9,823.47
Jeju-WH_0552,425.06,17,527.31
Jeju-WH_0553,470.04,2,243.19
Jeju-WH_0554,452.94,15,805.19
Jeju-WH_0555,485.85,3,903.02
Jeju-WH_0556,456.93,13,1412.41
Jeju-WH_0557,450.05,19,1287.54
Jeju-WH_0558,442.34,17,939.9
Jeju-WH_0559,452.15,5,378.08
Jeju-WH_0560,440.88,6,1090.41
Jeju-WH_0561,429.51,1,1054.79
Jeju-WH_0562,463.68,5,137.04
Jeju-WH_0563,463.92,13,1449.61
Jeju-WH_0564,452.24,13,1075.37
Jeju-WH_0565,455.39,8,150.97
Jeju-WH_0566,443.07,15,915.12
Jeju-WH_0567,449.38,16,1212.01
Jeju-WH_0568,449.2,2,1141.97
Jeju-WH_0569,467.14,19,1192.66
Jeju-WH_0570,450.21,14,209.56
Jeju-WH_0571,438.51,13,207.6
Jeju-WH_0572,456.55,4,1203.05
Jeju-WH_0573,436.91,3,1016.66
Jeju-WH_0574,461.9,7,986.45
Jeju-WH_0575,455.0,1,644.46
Jeju-WH_0576,431.25,7,166.67
Jeju-WH_0577,434.67,4,1439.03
Jeju-WH_0578,436.4,19,926.57
Jeju-WH_0579,443.94,13,185.43
Jeju-WH_0580,457.51,2,333.67
Jeju-WH_0581,431.01,1,1383.86
Jeju-WH_0582,442.19,14,916.1
Jeju-WH_0583,453.34,17,1045.31
Jeju-WH_0584,454.75,16,1271.99
Jeju-WH_0585,397.6,11,400.52
Jeju-WH_0586,466.87,16,833.82
Jeju-WH_0587,456.77,18,1119.75
Jeju-WH_0588,457.46,17,751.06
Jeju-WH_0589,451.12,2,1413.99
Jeju-WH_0590,415.3,6,708.54
Jeju-WH_0591,437.98,4,1351.25
Jeju-WH_0592,464.37,18,764.07
Jeju-WH_0593,441.18,19,265.87
Jeju-WH_0594,430.13,11,1052.29
Jeju-WH_0595,421.88,15,249.74
Jeju-WH_0596,461.07,18,1397.74
Jeju-WH_0597,459.59,2,1030.47
Jeju-WH_0598,445.16,13,113.65
Jeju-WH_0599,406.01,2,1225.43
Jeju-WH_0600,463.99,8,801.72
Jeju-WH_0601,448.09,14,1391.45
Jeju-WH_0602,442.76,11,1163.04
Jeju-WH_0603,442.58,4,963.56
Jeju-WH_0604,452.33,10,541.23
Jeju-WH_0605,433.91,18,1019.47
Jeju-WH_0606,442.43,18,1204.91
Jeju-WH_0607,452.26,11,1426.16
Jeju-WH_0608,430.81,7,410.32
Jeju-WH_0609,454.3,7,168.37
Jeju-WH_0610,460.47,2,1190.24
Jeju-WH_0611,435.45,1,1492.39
Jeju-WH_0612,470.66,12,1188.04
Jeju-WH_0613,442.52,16,247.84
Jeju-WH_0614,443.54,2,1188.52
Jeju-WH_0615,456.81,15,805.49
Jeju-WH_0616,423.77,2,1035.01
Jeju-WH_0617,487.61,13,877.23
Jeju-WH_0618,441.86,17,191.98
Jeju-WH_0619,430.39,1,1499.63
Jeju-WH_0620,459.03,16,870.13
Jeju-WH_0621,458.74,4,129.81
Jeju-WH_0622,437.03,16,722.75
Jeju-WH_0623,422.03,9,1499.19
Jeju-WH_0624,447.4,11,493.41
Jeju-WH_0625,447.11,17,155.29
Jeju-WH_0626,432.29,18,365.94
Jeju-WH_0627,448.46,7,192.48
Jeju-WH_0628,446.64,12,1319.07
Jeju-WH_0629,439.08,16,1392.73
Jeju-WH_0630,452.36,9,190.99
Jeju-WH_0631,457.6,11,1285.52
Jeju-WH_0632,427.31,17,1219.36
Jeju-WH_0633,443.63,16,1285.03
Jeju-WH_0634,443.96,7,1148.45
Jeju-WH_0635,439.42,18,1317.36
Jeju-WH_0636,455.54,15,695.3
Jeju-WH_0637,442.0,17,565.25
Jeju-WH_0638,463.51,16,933.24
Jeju-WH_0639,422.12,19,1394.36
Jeju-WH_0640,451.79,15,980.25
Jeju-WH_0641,475.92,4,808.26
Jeju-WH_0642,436.56,9,480.64
Jeju-WH_0643,437.09,11,110.99
Jeju-WH_0644,445.11,3,557.3
Jeju-WH_0645,431.93,7,1341.32
Jeju-WH_0646,451.03,15,820.12
Jeju-WH_0647,427.58,6,1363.16
Jeju-WH_0648,437.41,12,1106.4
Jeju-WH_0649,438.78,7,1438.3
Jeju-WH_0650,441.06,9,190.96
Jeju-WH_0651,457.73,16,340.81
Jeju-WH_0652,471.82,5,913.19
Jeju-WH_0653,418.97,16,1201.47
Jeju-WH_0654,454.36,10,1268.51
Jeju-WH_0655,428.63,15,435.71
Jeju-WH_0656,429.39,14,622.54
Jeju-WH_0657,449.51,4,1215.12
Jeju-WH_0658,426.0,18,1385.73
Jeju-WH_0659,427.93,19,1183.89
Jeju-WH_0660,460.77,19,1441.02
Jeju-WH_0661,422.42,6,792.65
Jeju-WH_0662,454.62,10,567.9
Jeju-WH_0663,404.37,8,1330.01
Jeju-WH_0664,456.39,3,1006.83
Jeju-WH_0665,460.71,8,341.39
Jeju-WH_0666,449.94,18,1097.11
Jeju-WH_0667,450.44,2,462.83
Jeju-WH_0668,443.82,14,209.68
Jeju-WH_0669,454.27,18,651.08
Jeju-WH_0670,449.44,19,309.95
Jeju-WH_0671,463.11,19,308.69
Jeju-WH_0672,455.9,10,1021.17
Jeju-WH_0673,440.84,11,967.13
Jeju-WH_0674,462.28,3,921.24
Jeju-WH_0675,434.13,13,119.78
Jeju-WH_0676,470.77,8,157.02
Jeju-WH_0677,460.74,8,970.24
Jeju-WH_0678,456.49,11,1074.61
Jeju-WH_0679,455.48,13,1345.34
Jeju-WH_0680,459.71,6,1238.54
Jeju-WH_0681,451.27,12,460.53
Jeju-WH_0682,455.41,2,1408.08
Jeju-WH_0683,434.07,4,1174.56
Jeju-WH_0684,460.08,8,1373.84
Jeju-WH_0685,447.96,12,1449.74
Jeju-WH_0686,441.86,11,1490.24
Jeju-WH_0687,441.09,3,1033.95
Jeju-WH_0688,442.96,12,1059.9
Jeju-WH_0689,454.38,3,458.27
Jeju-WH_0690,437.44,1,138.47
Jeju-WH_0691,452.71,13,218.29
Jeju-WH_0692,462.73,2,1376.47
Jeju-WH_0693,456.35,1,1036.82
Jeju-WH_0694,458.11,6,648.84
Jeju-WH_0695,466.57,19,353.84
Jeju-WH_0696,444.08,15,1347.1
Jeju-WH_0697,425.74,6,190.15
Jeju-WH_0698,462.61,11,1067.99
Jeju-WH_0699,433.05,11,513.05
Jeju-WH_0700,465.83,12,156.3
Jeju-WH_0701,450.14,11,1344.49
Jeju-WH_0702,468.79,8,1118.88
Jeju-WH_0703,440.1,1,1279.65
Jeju-WH_0704,431.52,19,726.43
Jeju-WH_0705,444.6,16,945.49
Jeju-WH_0706,433.78,14,235.99
Jeju-WH_0707,413.41,10,1228.22
Jeju-WH_0708,435.25,3,736.92
Jeju-WH_0709,428.35,9,1074.07
Jeju-WH_0710,445.29,14,264.26
Jeju-WH_0711,436.41,18,1244.34
Jeju-WH_0712,464.8,17,328.32
Jeju-WH_0713,456.44,18,1478.67
